"Kod";"Nazwa";"Rodzaje obiektów";"Rodzaje placówek";"Rok";"Wartosc";"Jednostka miary";"Atrybut"
0200000;"DOLNOŚLĄSKIE";"ogółem";"punkty gastronomiczne";"2019";51;"ob.";""
0200000;"DOLNOŚLĄSKIE";"ogółem";"punkty gastronomiczne";"2020";42;"ob.";""
0200000;"DOLNOŚLĄSKIE";"ogółem";"punkty gastronomiczne";"2021";51;"ob.";""
0200000;"DOLNOŚLĄSKIE";"ogółem";"punkty gastronomiczne";"2022";54;"ob.";""
0200000;"DOLNOŚLĄSKIE";"hotele";"restauracje";"2019";237;"ob.";""
0200000;"DOLNOŚLĄSKIE";"hotele";"restauracje";"2020";242;"ob.";""
0200000;"DOLNOŚLĄSKIE";"hotele";"restauracje";"2021";236;"ob.";""
0200000;"DOLNOŚLĄSKIE";"hotele";"restauracje";"2022";240;"ob.";""
0200000;"DOLNOŚLĄSKIE";"hotele";"bary i kawiarnie";"2019";135;"ob.";""
0200000;"DOLNOŚLĄSKIE";"hotele";"bary i kawiarnie";"2020";127;"ob.";""
0200000;"DOLNOŚLĄSKIE";"hotele";"bary i kawiarnie";"2021";129;"ob.";""
0200000;"DOLNOŚLĄSKIE";"hotele";"bary i kawiarnie";"2022";121;"ob.";""
0200000;"DOLNOŚLĄSKIE";"hotele";"stołówki";"2019";19;"ob.";""
0200000;"DOLNOŚLĄSKIE";"hotele";"stołówki";"2020";18;"ob.";""
0200000;"DOLNOŚLĄSKIE";"hotele";"stołówki";"2021";14;"ob.";""
0200000;"DOLNOŚLĄSKIE";"hotele";"stołówki";"2022";18;"ob.";""
0200000;"DOLNOŚLĄSKIE";"hotele";"punkty gastronomiczne";"2019";23;"ob.";""
0200000;"DOLNOŚLĄSKIE";"hotele";"punkty gastronomiczne";"2020";13;"ob.";""
0200000;"DOLNOŚLĄSKIE";"hotele";"punkty gastronomiczne";"2021";20;"ob.";""
0200000;"DOLNOŚLĄSKIE";"hotele";"punkty gastronomiczne";"2022";22;"ob.";""
0200000;"DOLNOŚLĄSKIE";"motele";"restauracje";"2019";3;"ob.";""
0200000;"DOLNOŚLĄSKIE";"motele";"restauracje";"2020";1;"ob.";""
0200000;"DOLNOŚLĄSKIE";"motele";"restauracje";"2021";1;"ob.";""
0200000;"DOLNOŚLĄSKIE";"motele";"restauracje";"2022";1;"ob.";""
0200000;"DOLNOŚLĄSKIE";"motele";"bary i kawiarnie";"2019";2;"ob.";""
0200000;"DOLNOŚLĄSKIE";"motele";"bary i kawiarnie";"2020";2;"ob.";""
0200000;"DOLNOŚLĄSKIE";"motele";"bary i kawiarnie";"2021";3;"ob.";""
0200000;"DOLNOŚLĄSKIE";"motele";"bary i kawiarnie";"2022";1;"ob.";""
0200000;"DOLNOŚLĄSKIE";"motele";"stołówki";"2019";0;"ob.";""
0200000;"DOLNOŚLĄSKIE";"motele";"stołówki";"2020";0;"ob.";""
0200000;"DOLNOŚLĄSKIE";"motele";"stołówki";"2021";0;"ob.";""
0200000;"DOLNOŚLĄSKIE";"motele";"stołówki";"2022";0;"ob.";""
0200000;"DOLNOŚLĄSKIE";"motele";"punkty gastronomiczne";"2019";0;"ob.";""
0200000;"DOLNOŚLĄSKIE";"motele";"punkty gastronomiczne";"2020";0;"ob.";""
0200000;"DOLNOŚLĄSKIE";"motele";"punkty gastronomiczne";"2021";0;"ob.";""
0200000;"DOLNOŚLĄSKIE";"motele";"punkty gastronomiczne";"2022";0;"ob.";""
0200000;"DOLNOŚLĄSKIE";"pensjonaty";"restauracje";"2019";20;"ob.";""
0200000;"DOLNOŚLĄSKIE";"pensjonaty";"restauracje";"2020";16;"ob.";""
0200000;"DOLNOŚLĄSKIE";"pensjonaty";"restauracje";"2021";18;"ob.";""
0200000;"DOLNOŚLĄSKIE";"pensjonaty";"restauracje";"2022";19;"ob.";""
0200000;"DOLNOŚLĄSKIE";"pensjonaty";"bary i kawiarnie";"2019";16;"ob.";""
0200000;"DOLNOŚLĄSKIE";"pensjonaty";"bary i kawiarnie";"2020";13;"ob.";""
0200000;"DOLNOŚLĄSKIE";"pensjonaty";"bary i kawiarnie";"2021";13;"ob.";""
0200000;"DOLNOŚLĄSKIE";"pensjonaty";"bary i kawiarnie";"2022";12;"ob.";""
0200000;"DOLNOŚLĄSKIE";"pensjonaty";"stołówki";"2019";26;"ob.";""
0200000;"DOLNOŚLĄSKIE";"pensjonaty";"stołówki";"2020";23;"ob.";""
0200000;"DOLNOŚLĄSKIE";"pensjonaty";"stołówki";"2021";22;"ob.";""
0200000;"DOLNOŚLĄSKIE";"pensjonaty";"stołówki";"2022";25;"ob.";""
0200000;"DOLNOŚLĄSKIE";"pensjonaty";"punkty gastronomiczne";"2019";1;"ob.";""
0200000;"DOLNOŚLĄSKIE";"pensjonaty";"punkty gastronomiczne";"2020";0;"ob.";""
0200000;"DOLNOŚLĄSKIE";"pensjonaty";"punkty gastronomiczne";"2021";0;"ob.";""
0200000;"DOLNOŚLĄSKIE";"pensjonaty";"punkty gastronomiczne";"2022";1;"ob.";""
0200000;"DOLNOŚLĄSKIE";"inne obiekty hotelowe";"restauracje";"2019";30;"ob.";""
0200000;"DOLNOŚLĄSKIE";"inne obiekty hotelowe";"restauracje";"2020";38;"ob.";""
0200000;"DOLNOŚLĄSKIE";"inne obiekty hotelowe";"restauracje";"2021";33;"ob.";""
0200000;"DOLNOŚLĄSKIE";"inne obiekty hotelowe";"restauracje";"2022";33;"ob.";""
0200000;"DOLNOŚLĄSKIE";"inne obiekty hotelowe";"bary i kawiarnie";"2019";23;"ob.";""
0200000;"DOLNOŚLĄSKIE";"inne obiekty hotelowe";"bary i kawiarnie";"2020";23;"ob.";""
0200000;"DOLNOŚLĄSKIE";"inne obiekty hotelowe";"bary i kawiarnie";"2021";22;"ob.";""
0200000;"DOLNOŚLĄSKIE";"inne obiekty hotelowe";"bary i kawiarnie";"2022";22;"ob.";""
0200000;"DOLNOŚLĄSKIE";"inne obiekty hotelowe";"stołówki";"2019";17;"ob.";""
0200000;"DOLNOŚLĄSKIE";"inne obiekty hotelowe";"stołówki";"2020";17;"ob.";""
0200000;"DOLNOŚLĄSKIE";"inne obiekty hotelowe";"stołówki";"2021";17;"ob.";""
0200000;"DOLNOŚLĄSKIE";"inne obiekty hotelowe";"stołówki";"2022";13;"ob.";""
0200000;"DOLNOŚLĄSKIE";"inne obiekty hotelowe";"punkty gastronomiczne";"2019";3;"ob.";""
0200000;"DOLNOŚLĄSKIE";"inne obiekty hotelowe";"punkty gastronomiczne";"2020";4;"ob.";""
0200000;"DOLNOŚLĄSKIE";"inne obiekty hotelowe";"punkty gastronomiczne";"2021";3;"ob.";""
0200000;"DOLNOŚLĄSKIE";"inne obiekty hotelowe";"punkty gastronomiczne";"2022";7;"ob.";""
0200000;"DOLNOŚLĄSKIE";"domy wycieczkowe";"restauracje";"2019";1;"ob.";""
0200000;"DOLNOŚLĄSKIE";"domy wycieczkowe";"restauracje";"2020";1;"ob.";""
0200000;"DOLNOŚLĄSKIE";"domy wycieczkowe";"restauracje";"2021";1;"ob.";""
0200000;"DOLNOŚLĄSKIE";"domy wycieczkowe";"restauracje";"2022";1;"ob.";""
0200000;"DOLNOŚLĄSKIE";"domy wycieczkowe";"bary i kawiarnie";"2019";0;"ob.";""
0200000;"DOLNOŚLĄSKIE";"domy wycieczkowe";"bary i kawiarnie";"2020";0;"ob.";""
0200000;"DOLNOŚLĄSKIE";"domy wycieczkowe";"bary i kawiarnie";"2021";1;"ob.";""
0200000;"DOLNOŚLĄSKIE";"domy wycieczkowe";"bary i kawiarnie";"2022";0;"ob.";""
0200000;"DOLNOŚLĄSKIE";"domy wycieczkowe";"stołówki";"2019";2;"ob.";""
0200000;"DOLNOŚLĄSKIE";"domy wycieczkowe";"stołówki";"2020";2;"ob.";""
0200000;"DOLNOŚLĄSKIE";"domy wycieczkowe";"stołówki";"2021";2;"ob.";""
0200000;"DOLNOŚLĄSKIE";"domy wycieczkowe";"stołówki";"2022";2;"ob.";""
0200000;"DOLNOŚLĄSKIE";"domy wycieczkowe";"punkty gastronomiczne";"2019";0;"ob.";""
0200000;"DOLNOŚLĄSKIE";"domy wycieczkowe";"punkty gastronomiczne";"2020";0;"ob.";""
0200000;"DOLNOŚLĄSKIE";"domy wycieczkowe";"punkty gastronomiczne";"2021";0;"ob.";""
0200000;"DOLNOŚLĄSKIE";"domy wycieczkowe";"punkty gastronomiczne";"2022";0;"ob.";""
0200000;"DOLNOŚLĄSKIE";"ośrodki wczasowe";"restauracje";"2019";8;"ob.";""
0200000;"DOLNOŚLĄSKIE";"ośrodki wczasowe";"restauracje";"2020";8;"ob.";""
0200000;"DOLNOŚLĄSKIE";"ośrodki wczasowe";"restauracje";"2021";9;"ob.";""
0200000;"DOLNOŚLĄSKIE";"ośrodki wczasowe";"restauracje";"2022";7;"ob.";""
0200000;"DOLNOŚLĄSKIE";"ośrodki wczasowe";"bary i kawiarnie";"2019";7;"ob.";""
0200000;"DOLNOŚLĄSKIE";"ośrodki wczasowe";"bary i kawiarnie";"2020";9;"ob.";""
0200000;"DOLNOŚLĄSKIE";"ośrodki wczasowe";"bary i kawiarnie";"2021";5;"ob.";""
0200000;"DOLNOŚLĄSKIE";"ośrodki wczasowe";"bary i kawiarnie";"2022";9;"ob.";""
0200000;"DOLNOŚLĄSKIE";"ośrodki wczasowe";"stołówki";"2019";40;"ob.";""
0200000;"DOLNOŚLĄSKIE";"ośrodki wczasowe";"stołówki";"2020";41;"ob.";""
0200000;"DOLNOŚLĄSKIE";"ośrodki wczasowe";"stołówki";"2021";32;"ob.";""
0200000;"DOLNOŚLĄSKIE";"ośrodki wczasowe";"stołówki";"2022";27;"ob.";""
0200000;"DOLNOŚLĄSKIE";"ośrodki wczasowe";"punkty gastronomiczne";"2019";3;"ob.";""
0200000;"DOLNOŚLĄSKIE";"ośrodki wczasowe";"punkty gastronomiczne";"2020";2;"ob.";""
0200000;"DOLNOŚLĄSKIE";"ośrodki wczasowe";"punkty gastronomiczne";"2021";2;"ob.";""
0200000;"DOLNOŚLĄSKIE";"ośrodki wczasowe";"punkty gastronomiczne";"2022";6;"ob.";""
0200000;"DOLNOŚLĄSKIE";"ośrodki kolonijne";"restauracje";"2019";1;"ob.";""
0200000;"DOLNOŚLĄSKIE";"ośrodki kolonijne";"restauracje";"2020";0;"ob.";""
0200000;"DOLNOŚLĄSKIE";"ośrodki kolonijne";"restauracje";"2021";0;"ob.";""
0200000;"DOLNOŚLĄSKIE";"ośrodki kolonijne";"restauracje";"2022";0;"ob.";""
0200000;"DOLNOŚLĄSKIE";"ośrodki kolonijne";"bary i kawiarnie";"2019";0;"ob.";""
0200000;"DOLNOŚLĄSKIE";"ośrodki kolonijne";"bary i kawiarnie";"2020";0;"ob.";""
0200000;"DOLNOŚLĄSKIE";"ośrodki kolonijne";"bary i kawiarnie";"2021";1;"ob.";""
0200000;"DOLNOŚLĄSKIE";"ośrodki kolonijne";"bary i kawiarnie";"2022";1;"ob.";""
0200000;"DOLNOŚLĄSKIE";"ośrodki kolonijne";"stołówki";"2019";5;"ob.";""
0200000;"DOLNOŚLĄSKIE";"ośrodki kolonijne";"stołówki";"2020";5;"ob.";""
0200000;"DOLNOŚLĄSKIE";"ośrodki kolonijne";"stołówki";"2021";5;"ob.";""
0200000;"DOLNOŚLĄSKIE";"ośrodki kolonijne";"stołówki";"2022";2;"ob.";""
0200000;"DOLNOŚLĄSKIE";"ośrodki kolonijne";"punkty gastronomiczne";"2019";0;"ob.";""
0200000;"DOLNOŚLĄSKIE";"ośrodki kolonijne";"punkty gastronomiczne";"2020";0;"ob.";""
0200000;"DOLNOŚLĄSKIE";"ośrodki kolonijne";"punkty gastronomiczne";"2021";0;"ob.";""
0200000;"DOLNOŚLĄSKIE";"ośrodki kolonijne";"punkty gastronomiczne";"2022";0;"ob.";""
0200000;"DOLNOŚLĄSKIE";"ośrodki szkoleniowo-wypoczynkowe";"restauracje";"2019";6;"ob.";""
0200000;"DOLNOŚLĄSKIE";"ośrodki szkoleniowo-wypoczynkowe";"restauracje";"2020";7;"ob.";""
0200000;"DOLNOŚLĄSKIE";"ośrodki szkoleniowo-wypoczynkowe";"restauracje";"2021";6;"ob.";""
0200000;"DOLNOŚLĄSKIE";"ośrodki szkoleniowo-wypoczynkowe";"restauracje";"2022";3;"ob.";""
0200000;"DOLNOŚLĄSKIE";"ośrodki szkoleniowo-wypoczynkowe";"bary i kawiarnie";"2019";5;"ob.";""
0200000;"DOLNOŚLĄSKIE";"ośrodki szkoleniowo-wypoczynkowe";"bary i kawiarnie";"2020";4;"ob.";""
0200000;"DOLNOŚLĄSKIE";"ośrodki szkoleniowo-wypoczynkowe";"bary i kawiarnie";"2021";5;"ob.";""
0200000;"DOLNOŚLĄSKIE";"ośrodki szkoleniowo-wypoczynkowe";"bary i kawiarnie";"2022";8;"ob.";""
0200000;"DOLNOŚLĄSKIE";"ośrodki szkoleniowo-wypoczynkowe";"stołówki";"2019";16;"ob.";""
0200000;"DOLNOŚLĄSKIE";"ośrodki szkoleniowo-wypoczynkowe";"stołówki";"2020";11;"ob.";""
0200000;"DOLNOŚLĄSKIE";"ośrodki szkoleniowo-wypoczynkowe";"stołówki";"2021";10;"ob.";""
0200000;"DOLNOŚLĄSKIE";"ośrodki szkoleniowo-wypoczynkowe";"stołówki";"2022";11;"ob.";""
0200000;"DOLNOŚLĄSKIE";"ośrodki szkoleniowo-wypoczynkowe";"punkty gastronomiczne";"2019";3;"ob.";""
0200000;"DOLNOŚLĄSKIE";"ośrodki szkoleniowo-wypoczynkowe";"punkty gastronomiczne";"2020";1;"ob.";""
0200000;"DOLNOŚLĄSKIE";"ośrodki szkoleniowo-wypoczynkowe";"punkty gastronomiczne";"2021";1;"ob.";""
0200000;"DOLNOŚLĄSKIE";"ośrodki szkoleniowo-wypoczynkowe";"punkty gastronomiczne";"2022";2;"ob.";""
0200000;"DOLNOŚLĄSKIE";"domy pracy twórczej";"restauracje";"2019";0;"ob.";""
0200000;"DOLNOŚLĄSKIE";"domy pracy twórczej";"restauracje";"2020";0;"ob.";""
0200000;"DOLNOŚLĄSKIE";"domy pracy twórczej";"restauracje";"2021";0;"ob.";""
0200000;"DOLNOŚLĄSKIE";"domy pracy twórczej";"restauracje";"2022";0;"ob.";""
0200000;"DOLNOŚLĄSKIE";"domy pracy twórczej";"bary i kawiarnie";"2019";0;"ob.";""
0200000;"DOLNOŚLĄSKIE";"domy pracy twórczej";"bary i kawiarnie";"2020";0;"ob.";""
0200000;"DOLNOŚLĄSKIE";"domy pracy twórczej";"bary i kawiarnie";"2021";0;"ob.";""
0200000;"DOLNOŚLĄSKIE";"domy pracy twórczej";"bary i kawiarnie";"2022";0;"ob.";""
0200000;"DOLNOŚLĄSKIE";"domy pracy twórczej";"stołówki";"2019";1;"ob.";""
0200000;"DOLNOŚLĄSKIE";"domy pracy twórczej";"stołówki";"2020";1;"ob.";""
0200000;"DOLNOŚLĄSKIE";"domy pracy twórczej";"stołówki";"2021";1;"ob.";""
0200000;"DOLNOŚLĄSKIE";"domy pracy twórczej";"stołówki";"2022";1;"ob.";""
0200000;"DOLNOŚLĄSKIE";"domy pracy twórczej";"punkty gastronomiczne";"2019";0;"ob.";""
0200000;"DOLNOŚLĄSKIE";"domy pracy twórczej";"punkty gastronomiczne";"2020";0;"ob.";""
0200000;"DOLNOŚLĄSKIE";"domy pracy twórczej";"punkty gastronomiczne";"2021";0;"ob.";""
0200000;"DOLNOŚLĄSKIE";"domy pracy twórczej";"punkty gastronomiczne";"2022";0;"ob.";""
0200000;"DOLNOŚLĄSKIE";"zespoły domków turystycznych";"restauracje";"2019";0;"ob.";""
0200000;"DOLNOŚLĄSKIE";"zespoły domków turystycznych";"restauracje";"2020";1;"ob.";""
0200000;"DOLNOŚLĄSKIE";"zespoły domków turystycznych";"restauracje";"2021";0;"ob.";""
0200000;"DOLNOŚLĄSKIE";"zespoły domków turystycznych";"restauracje";"2022";0;"ob.";""
0200000;"DOLNOŚLĄSKIE";"zespoły domków turystycznych";"bary i kawiarnie";"2019";0;"ob.";""
0200000;"DOLNOŚLĄSKIE";"zespoły domków turystycznych";"bary i kawiarnie";"2020";0;"ob.";""
0200000;"DOLNOŚLĄSKIE";"zespoły domków turystycznych";"bary i kawiarnie";"2021";0;"ob.";""
0200000;"DOLNOŚLĄSKIE";"zespoły domków turystycznych";"bary i kawiarnie";"2022";0;"ob.";""
0200000;"DOLNOŚLĄSKIE";"zespoły domków turystycznych";"stołówki";"2019";1;"ob.";""
0200000;"DOLNOŚLĄSKIE";"zespoły domków turystycznych";"stołówki";"2020";1;"ob.";""
0200000;"DOLNOŚLĄSKIE";"zespoły domków turystycznych";"stołówki";"2021";1;"ob.";""
0200000;"DOLNOŚLĄSKIE";"zespoły domków turystycznych";"stołówki";"2022";0;"ob.";""
0200000;"DOLNOŚLĄSKIE";"zespoły domków turystycznych";"punkty gastronomiczne";"2019";0;"ob.";""
0200000;"DOLNOŚLĄSKIE";"zespoły domków turystycznych";"punkty gastronomiczne";"2020";2;"ob.";""
0200000;"DOLNOŚLĄSKIE";"zespoły domków turystycznych";"punkty gastronomiczne";"2021";0;"ob.";""
0200000;"DOLNOŚLĄSKIE";"zespoły domków turystycznych";"punkty gastronomiczne";"2022";0;"ob.";""
0200000;"DOLNOŚLĄSKIE";"kempingi";"restauracje";"2019";1;"ob.";""
0200000;"DOLNOŚLĄSKIE";"kempingi";"restauracje";"2020";1;"ob.";""
0200000;"DOLNOŚLĄSKIE";"kempingi";"restauracje";"2021";1;"ob.";""
0200000;"DOLNOŚLĄSKIE";"kempingi";"restauracje";"2022";0;"ob.";""
0200000;"DOLNOŚLĄSKIE";"kempingi";"bary i kawiarnie";"2019";3;"ob.";""
0200000;"DOLNOŚLĄSKIE";"kempingi";"bary i kawiarnie";"2020";3;"ob.";""
0200000;"DOLNOŚLĄSKIE";"kempingi";"bary i kawiarnie";"2021";2;"ob.";""
0200000;"DOLNOŚLĄSKIE";"kempingi";"bary i kawiarnie";"2022";3;"ob.";""
0200000;"DOLNOŚLĄSKIE";"kempingi";"stołówki";"2019";0;"ob.";""
0200000;"DOLNOŚLĄSKIE";"kempingi";"stołówki";"2020";0;"ob.";""
0200000;"DOLNOŚLĄSKIE";"kempingi";"stołówki";"2021";0;"ob.";""
0200000;"DOLNOŚLĄSKIE";"kempingi";"stołówki";"2022";0;"ob.";""
0200000;"DOLNOŚLĄSKIE";"kempingi";"punkty gastronomiczne";"2019";0;"ob.";""
0200000;"DOLNOŚLĄSKIE";"kempingi";"punkty gastronomiczne";"2020";1;"ob.";""
0200000;"DOLNOŚLĄSKIE";"kempingi";"punkty gastronomiczne";"2021";2;"ob.";""
0200000;"DOLNOŚLĄSKIE";"kempingi";"punkty gastronomiczne";"2022";0;"ob.";""
0200000;"DOLNOŚLĄSKIE";"pola biwakowe";"restauracje";"2019";1;"ob.";""
0200000;"DOLNOŚLĄSKIE";"pola biwakowe";"restauracje";"2020";1;"ob.";""
0200000;"DOLNOŚLĄSKIE";"pola biwakowe";"restauracje";"2021";0;"ob.";""
0200000;"DOLNOŚLĄSKIE";"pola biwakowe";"restauracje";"2022";0;"ob.";""
0200000;"DOLNOŚLĄSKIE";"pola biwakowe";"bary i kawiarnie";"2019";0;"ob.";""
0200000;"DOLNOŚLĄSKIE";"pola biwakowe";"bary i kawiarnie";"2020";0;"ob.";""
0200000;"DOLNOŚLĄSKIE";"pola biwakowe";"bary i kawiarnie";"2021";0;"ob.";""
0200000;"DOLNOŚLĄSKIE";"pola biwakowe";"bary i kawiarnie";"2022";0;"ob.";""
0200000;"DOLNOŚLĄSKIE";"pola biwakowe";"stołówki";"2019";0;"ob.";""
0200000;"DOLNOŚLĄSKIE";"pola biwakowe";"stołówki";"2020";0;"ob.";""
0200000;"DOLNOŚLĄSKIE";"pola biwakowe";"stołówki";"2021";0;"ob.";""
0200000;"DOLNOŚLĄSKIE";"pola biwakowe";"stołówki";"2022";0;"ob.";""
0200000;"DOLNOŚLĄSKIE";"pola biwakowe";"punkty gastronomiczne";"2019";2;"ob.";""
0200000;"DOLNOŚLĄSKIE";"pola biwakowe";"punkty gastronomiczne";"2020";1;"ob.";""
0200000;"DOLNOŚLĄSKIE";"pola biwakowe";"punkty gastronomiczne";"2021";0;"ob.";""
0200000;"DOLNOŚLĄSKIE";"pola biwakowe";"punkty gastronomiczne";"2022";0;"ob.";""
0200000;"DOLNOŚLĄSKIE";"hostele";"restauracje";"2019";3;"ob.";""
0200000;"DOLNOŚLĄSKIE";"hostele";"restauracje";"2020";3;"ob.";""
0200000;"DOLNOŚLĄSKIE";"hostele";"restauracje";"2021";1;"ob.";""
0200000;"DOLNOŚLĄSKIE";"hostele";"restauracje";"2022";2;"ob.";""
0200000;"DOLNOŚLĄSKIE";"hostele";"bary i kawiarnie";"2019";2;"ob.";""
0200000;"DOLNOŚLĄSKIE";"hostele";"bary i kawiarnie";"2020";4;"ob.";""
0200000;"DOLNOŚLĄSKIE";"hostele";"bary i kawiarnie";"2021";1;"ob.";""
0200000;"DOLNOŚLĄSKIE";"hostele";"bary i kawiarnie";"2022";8;"ob.";""
0200000;"DOLNOŚLĄSKIE";"hostele";"stołówki";"2019";2;"ob.";""
0200000;"DOLNOŚLĄSKIE";"hostele";"stołówki";"2020";1;"ob.";""
0200000;"DOLNOŚLĄSKIE";"hostele";"stołówki";"2021";5;"ob.";""
0200000;"DOLNOŚLĄSKIE";"hostele";"stołówki";"2022";5;"ob.";""
0200000;"DOLNOŚLĄSKIE";"hostele";"punkty gastronomiczne";"2019";1;"ob.";""
0200000;"DOLNOŚLĄSKIE";"hostele";"punkty gastronomiczne";"2020";1;"ob.";""
0200000;"DOLNOŚLĄSKIE";"hostele";"punkty gastronomiczne";"2021";3;"ob.";""
0200000;"DOLNOŚLĄSKIE";"hostele";"punkty gastronomiczne";"2022";2;"ob.";""
0200000;"DOLNOŚLĄSKIE";"zakłady uzdrowiskowe";"restauracje";"2019";3;"ob.";""
0200000;"DOLNOŚLĄSKIE";"zakłady uzdrowiskowe";"restauracje";"2020";5;"ob.";""
0200000;"DOLNOŚLĄSKIE";"zakłady uzdrowiskowe";"restauracje";"2021";4;"ob.";""
0200000;"DOLNOŚLĄSKIE";"zakłady uzdrowiskowe";"restauracje";"2022";4;"ob.";""
0200000;"DOLNOŚLĄSKIE";"zakłady uzdrowiskowe";"bary i kawiarnie";"2019";6;"ob.";""
0200000;"DOLNOŚLĄSKIE";"zakłady uzdrowiskowe";"bary i kawiarnie";"2020";6;"ob.";""
0200000;"DOLNOŚLĄSKIE";"zakłady uzdrowiskowe";"bary i kawiarnie";"2021";3;"ob.";""
0200000;"DOLNOŚLĄSKIE";"zakłady uzdrowiskowe";"bary i kawiarnie";"2022";5;"ob.";""
0200000;"DOLNOŚLĄSKIE";"zakłady uzdrowiskowe";"stołówki";"2019";33;"ob.";""
0200000;"DOLNOŚLĄSKIE";"zakłady uzdrowiskowe";"stołówki";"2020";26;"ob.";""
0200000;"DOLNOŚLĄSKIE";"zakłady uzdrowiskowe";"stołówki";"2021";33;"ob.";""
0200000;"DOLNOŚLĄSKIE";"zakłady uzdrowiskowe";"stołówki";"2022";32;"ob.";""
0200000;"DOLNOŚLĄSKIE";"zakłady uzdrowiskowe";"punkty gastronomiczne";"2019";7;"ob.";""
0200000;"DOLNOŚLĄSKIE";"zakłady uzdrowiskowe";"punkty gastronomiczne";"2020";11;"ob.";""
0200000;"DOLNOŚLĄSKIE";"zakłady uzdrowiskowe";"punkty gastronomiczne";"2021";7;"ob.";""
0200000;"DOLNOŚLĄSKIE";"zakłady uzdrowiskowe";"punkty gastronomiczne";"2022";9;"ob.";""
0200000;"DOLNOŚLĄSKIE";"schroniska (łącznie z młodzieżowymi i szkolnymi)";"restauracje";"2019";3;"ob.";""
0200000;"DOLNOŚLĄSKIE";"schroniska (łącznie z młodzieżowymi i szkolnymi)";"restauracje";"2020";2;"ob.";""
0200000;"DOLNOŚLĄSKIE";"schroniska (łącznie z młodzieżowymi i szkolnymi)";"restauracje";"2021";0;"ob.";""
0200000;"DOLNOŚLĄSKIE";"schroniska (łącznie z młodzieżowymi i szkolnymi)";"restauracje";"2022";0;"ob.";""
0200000;"DOLNOŚLĄSKIE";"schroniska (łącznie z młodzieżowymi i szkolnymi)";"bary i kawiarnie";"2019";8;"ob.";""
0200000;"DOLNOŚLĄSKIE";"schroniska (łącznie z młodzieżowymi i szkolnymi)";"bary i kawiarnie";"2020";7;"ob.";""
0200000;"DOLNOŚLĄSKIE";"schroniska (łącznie z młodzieżowymi i szkolnymi)";"bary i kawiarnie";"2021";5;"ob.";""
0200000;"DOLNOŚLĄSKIE";"schroniska (łącznie z młodzieżowymi i szkolnymi)";"bary i kawiarnie";"2022";6;"ob.";""
0200000;"DOLNOŚLĄSKIE";"schroniska (łącznie z młodzieżowymi i szkolnymi)";"stołówki";"2019";5;"ob.";""
0200000;"DOLNOŚLĄSKIE";"schroniska (łącznie z młodzieżowymi i szkolnymi)";"stołówki";"2020";6;"ob.";""
0200000;"DOLNOŚLĄSKIE";"schroniska (łącznie z młodzieżowymi i szkolnymi)";"stołówki";"2021";8;"ob.";""
0200000;"DOLNOŚLĄSKIE";"schroniska (łącznie z młodzieżowymi i szkolnymi)";"stołówki";"2022";6;"ob.";""
0200000;"DOLNOŚLĄSKIE";"schroniska (łącznie z młodzieżowymi i szkolnymi)";"punkty gastronomiczne";"2019";5;"ob.";""
0200000;"DOLNOŚLĄSKIE";"schroniska (łącznie z młodzieżowymi i szkolnymi)";"punkty gastronomiczne";"2020";5;"ob.";""
0200000;"DOLNOŚLĄSKIE";"schroniska (łącznie z młodzieżowymi i szkolnymi)";"punkty gastronomiczne";"2021";11;"ob.";""
0200000;"DOLNOŚLĄSKIE";"schroniska (łącznie z młodzieżowymi i szkolnymi)";"punkty gastronomiczne";"2022";3;"ob.";""
0200000;"DOLNOŚLĄSKIE";"pokoje gościnne i kwatery agroturystyczne";"restauracje";"2019";10;"ob.";""
0200000;"DOLNOŚLĄSKIE";"pokoje gościnne i kwatery agroturystyczne";"restauracje";"2020";9;"ob.";""
0200000;"DOLNOŚLĄSKIE";"pokoje gościnne i kwatery agroturystyczne";"restauracje";"2021";10;"ob.";""
0200000;"DOLNOŚLĄSKIE";"pokoje gościnne i kwatery agroturystyczne";"restauracje";"2022";6;"ob.";""
0200000;"DOLNOŚLĄSKIE";"pokoje gościnne i kwatery agroturystyczne";"bary i kawiarnie";"2019";8;"ob.";""
0200000;"DOLNOŚLĄSKIE";"pokoje gościnne i kwatery agroturystyczne";"bary i kawiarnie";"2020";8;"ob.";""
0200000;"DOLNOŚLĄSKIE";"pokoje gościnne i kwatery agroturystyczne";"bary i kawiarnie";"2021";6;"ob.";""
0200000;"DOLNOŚLĄSKIE";"pokoje gościnne i kwatery agroturystyczne";"bary i kawiarnie";"2022";6;"ob.";""
0200000;"DOLNOŚLĄSKIE";"pokoje gościnne i kwatery agroturystyczne";"stołówki";"2019";11;"ob.";""
0200000;"DOLNOŚLĄSKIE";"pokoje gościnne i kwatery agroturystyczne";"stołówki";"2020";10;"ob.";""
0200000;"DOLNOŚLĄSKIE";"pokoje gościnne i kwatery agroturystyczne";"stołówki";"2021";14;"ob.";""
0200000;"DOLNOŚLĄSKIE";"pokoje gościnne i kwatery agroturystyczne";"stołówki";"2022";9;"ob.";""
0200000;"DOLNOŚLĄSKIE";"pokoje gościnne i kwatery agroturystyczne";"punkty gastronomiczne";"2019";3;"ob.";""
0200000;"DOLNOŚLĄSKIE";"pokoje gościnne i kwatery agroturystyczne";"punkty gastronomiczne";"2020";1;"ob.";""
