"Kod";"Nazwa";"Rodzaje urządzeń";"Rok";"Wartosc";"Jednostka miary";"Atrybut"
2600000;"ŚWIĘTOKRZYSKIE";"stół do tenisa stołowego z wyposażeniem";"2002";56;"ob.";""
2600000;"ŚWIĘTOKRZYSKIE";"stół do tenisa stołowego z wyposażeniem";"2009";43;"ob.";""
2600000;"ŚWIĘTOKRZYSKIE";"stół do tenisa stołowego z wyposażeniem";"2013";46;"ob.";""
2600000;"ŚWIĘTOKRZYSKIE";"stół do tenisa stołowego z wyposażeniem";"2017";44;"ob.";""
2600000;"ŚWIĘTOKRZYSKIE";"stół do tenisa stołowego z wyposażeniem";"2021";33;"ob.";""
2600000;"ŚWIĘTOKRZYSKIE";"kręgle";"1999";;"ob.";""
2600000;"ŚWIĘTOKRZYSKIE";"kręgle";"2000";;"ob.";""
2600000;"ŚWIĘTOKRZYSKIE";"kręgle";"2001";;"ob.";""
2600000;"ŚWIĘTOKRZYSKIE";"kręgle";"2002";;"ob.";""
2600000;"ŚWIĘTOKRZYSKIE";"kręgle";"2009";;"ob.";""
2600000;"ŚWIĘTOKRZYSKIE";"kręgle";"2013";5;"ob.";""
2600000;"ŚWIĘTOKRZYSKIE";"kręgle";"2017";4;"ob.";""
2600000;"ŚWIĘTOKRZYSKIE";"kręgle";"2021";5;"ob.";""
2600000;"ŚWIĘTOKRZYSKIE";"mini golf";"1999";0;"ob.";""
2600000;"ŚWIĘTOKRZYSKIE";"mini golf";"2000";1;"ob.";""
2600000;"ŚWIĘTOKRZYSKIE";"mini golf";"2001";1;"ob.";""
2600000;"ŚWIĘTOKRZYSKIE";"mini golf";"2002";0;"ob.";""
2600000;"ŚWIĘTOKRZYSKIE";"mini golf";"2009";2;"ob.";""
2600000;"ŚWIĘTOKRZYSKIE";"mini golf";"2013";2;"ob.";""
2600000;"ŚWIĘTOKRZYSKIE";"mini golf";"2017";3;"ob.";""
2600000;"ŚWIĘTOKRZYSKIE";"mini golf";"2021";3;"ob.";""
2600000;"ŚWIĘTOKRZYSKIE";"wypożyczalnia sprzętu pływającego";"1999";22;"ob.";""
2600000;"ŚWIĘTOKRZYSKIE";"wypożyczalnia sprzętu pływającego";"2000";17;"ob.";""
2600000;"ŚWIĘTOKRZYSKIE";"wypożyczalnia sprzętu pływającego";"2001";17;"ob.";""
2600000;"ŚWIĘTOKRZYSKIE";"wypożyczalnia sprzętu pływającego";"2002";18;"ob.";""
2600000;"ŚWIĘTOKRZYSKIE";"wypożyczalnia sprzętu pływającego";"2009";11;"ob.";""
2600000;"ŚWIĘTOKRZYSKIE";"wypożyczalnia sprzętu pływającego";"2013";11;"ob.";""
2600000;"ŚWIĘTOKRZYSKIE";"wypożyczalnia sprzętu pływającego";"2017";9;"ob.";""
2600000;"ŚWIĘTOKRZYSKIE";"wypożyczalnia sprzętu pływającego";"2021";8;"ob.";""
2600000;"ŚWIĘTOKRZYSKIE";"wypożyczalnia sprzętu turystycznego (np. rowery, nordic walking, narty, łyżwy, rolki)";"1999";;"ob.";""
2600000;"ŚWIĘTOKRZYSKIE";"wypożyczalnia sprzętu turystycznego (np. rowery, nordic walking, narty, łyżwy, rolki)";"2000";;"ob.";""
2600000;"ŚWIĘTOKRZYSKIE";"wypożyczalnia sprzętu turystycznego (np. rowery, nordic walking, narty, łyżwy, rolki)";"2001";;"ob.";""
2600000;"ŚWIĘTOKRZYSKIE";"wypożyczalnia sprzętu turystycznego (np. rowery, nordic walking, narty, łyżwy, rolki)";"2002";;"ob.";""
2600000;"ŚWIĘTOKRZYSKIE";"wypożyczalnia sprzętu turystycznego (np. rowery, nordic walking, narty, łyżwy, rolki)";"2009";;"ob.";""
2600000;"ŚWIĘTOKRZYSKIE";"wypożyczalnia sprzętu turystycznego (np. rowery, nordic walking, narty, łyżwy, rolki)";"2013";42;"ob.";""
2600000;"ŚWIĘTOKRZYSKIE";"wypożyczalnia sprzętu turystycznego (np. rowery, nordic walking, narty, łyżwy, rolki)";"2017";49;"ob.";""
2600000;"ŚWIĘTOKRZYSKIE";"wypożyczalnia sprzętu turystycznego (np. rowery, nordic walking, narty, łyżwy, rolki)";"2021";38;"ob.";""
2600000;"ŚWIĘTOKRZYSKIE";"pokój zabaw dla dzieci";"1999";12;"ob.";""
2600000;"ŚWIĘTOKRZYSKIE";"pokój zabaw dla dzieci";"2000";9;"ob.";""
2600000;"ŚWIĘTOKRZYSKIE";"pokój zabaw dla dzieci";"2001";12;"ob.";""
2600000;"ŚWIĘTOKRZYSKIE";"pokój zabaw dla dzieci";"2002";13;"ob.";""
2600000;"ŚWIĘTOKRZYSKIE";"pokój zabaw dla dzieci";"2009";7;"ob.";""
2600000;"ŚWIĘTOKRZYSKIE";"pokój zabaw dla dzieci";"2013";23;"ob.";""
2600000;"ŚWIĘTOKRZYSKIE";"pokój zabaw dla dzieci";"2017";22;"ob.";""
2600000;"ŚWIĘTOKRZYSKIE";"pokój zabaw dla dzieci";"2021";24;"ob.";""
2600000;"ŚWIĘTOKRZYSKIE";"hipodrom/stadnina koni w obiekcie";"1999";;"ob.";""
2600000;"ŚWIĘTOKRZYSKIE";"hipodrom/stadnina koni w obiekcie";"2000";;"ob.";""
2600000;"ŚWIĘTOKRZYSKIE";"hipodrom/stadnina koni w obiekcie";"2001";;"ob.";""
2600000;"ŚWIĘTOKRZYSKIE";"hipodrom/stadnina koni w obiekcie";"2002";;"ob.";""
2600000;"ŚWIĘTOKRZYSKIE";"hipodrom/stadnina koni w obiekcie";"2009";;"ob.";""
2600000;"ŚWIĘTOKRZYSKIE";"hipodrom/stadnina koni w obiekcie";"2013";4;"ob.";""
2600000;"ŚWIĘTOKRZYSKIE";"hipodrom/stadnina koni w obiekcie";"2017";4;"ob.";""
2600000;"ŚWIĘTOKRZYSKIE";"hipodrom/stadnina koni w obiekcie";"2021";5;"ob.";""
2600000;"ŚWIĘTOKRZYSKIE";"wypożyczalnia rowerów";"1999";21;"ob.";""
2600000;"ŚWIĘTOKRZYSKIE";"wypożyczalnia rowerów";"2000";19;"ob.";""
2600000;"ŚWIĘTOKRZYSKIE";"wypożyczalnia rowerów";"2001";27;"ob.";""
2600000;"ŚWIĘTOKRZYSKIE";"wypożyczalnia rowerów";"2002";24;"ob.";""
2600000;"ŚWIĘTOKRZYSKIE";"wypożyczalnia rowerów";"2009";27;"ob.";""
2600000;"ŚWIĘTOKRZYSKIE";"wypożyczalnia rowerów";"2013";;"ob.";""
2600000;"ŚWIĘTOKRZYSKIE";"wypożyczalnia rowerów";"2017";;"ob.";""
2600000;"ŚWIĘTOKRZYSKIE";"wypożyczalnia rowerów";"2021";;"ob.";""
2600000;"ŚWIĘTOKRZYSKIE";"ścieżka zdrowia";"1999";15;"ob.";""
2600000;"ŚWIĘTOKRZYSKIE";"ścieżka zdrowia";"2000";22;"ob.";""
2600000;"ŚWIĘTOKRZYSKIE";"ścieżka zdrowia";"2001";21;"ob.";""
2600000;"ŚWIĘTOKRZYSKIE";"ścieżka zdrowia";"2002";18;"ob.";""
2600000;"ŚWIĘTOKRZYSKIE";"ścieżka zdrowia";"2009";;"ob.";""
2600000;"ŚWIĘTOKRZYSKIE";"ścieżka zdrowia";"2013";;"ob.";""
2600000;"ŚWIĘTOKRZYSKIE";"ścieżka zdrowia";"2017";;"ob.";""
2600000;"ŚWIĘTOKRZYSKIE";"ścieżka zdrowia";"2021";;"ob.";""
2600000;"ŚWIĘTOKRZYSKIE";"możliwość jazdy konnej";"1999";20;"ob.";""
2600000;"ŚWIĘTOKRZYSKIE";"możliwość jazdy konnej";"2000";16;"ob.";""
2600000;"ŚWIĘTOKRZYSKIE";"możliwość jazdy konnej";"2001";17;"ob.";""
2600000;"ŚWIĘTOKRZYSKIE";"możliwość jazdy konnej";"2002";23;"ob.";""
2600000;"ŚWIĘTOKRZYSKIE";"możliwość jazdy konnej";"2009";;"ob.";""
2600000;"ŚWIĘTOKRZYSKIE";"możliwość jazdy konnej";"2013";;"ob.";""
2600000;"ŚWIĘTOKRZYSKIE";"możliwość jazdy konnej";"2017";;"ob.";""
2600000;"ŚWIĘTOKRZYSKIE";"możliwość jazdy konnej";"2021";;"ob.";""
2800000;"WARMIŃSKO-MAZURSKIE";"boisko do siatkówki lub koszykówki";"1999";277;"ob.";""
2800000;"WARMIŃSKO-MAZURSKIE";"boisko do siatkówki lub koszykówki";"2000";226;"ob.";""
2800000;"WARMIŃSKO-MAZURSKIE";"boisko do siatkówki lub koszykówki";"2001";195;"ob.";""
2800000;"WARMIŃSKO-MAZURSKIE";"boisko do siatkówki lub koszykówki";"2002";160;"ob.";""
2800000;"WARMIŃSKO-MAZURSKIE";"boisko do siatkówki lub koszykówki";"2009";143;"ob.";""
2800000;"WARMIŃSKO-MAZURSKIE";"boisko do siatkówki lub koszykówki";"2013";166;"ob.";""
2800000;"WARMIŃSKO-MAZURSKIE";"boisko do siatkówki lub koszykówki";"2017";159;"ob.";""
2800000;"WARMIŃSKO-MAZURSKIE";"boisko do siatkówki lub koszykówki";"2021";118;"ob.";""
2800000;"WARMIŃSKO-MAZURSKIE";"boisko do piłki nożnej";"1999";;"ob.";""
2800000;"WARMIŃSKO-MAZURSKIE";"boisko do piłki nożnej";"2000";;"ob.";""
2800000;"WARMIŃSKO-MAZURSKIE";"boisko do piłki nożnej";"2001";;"ob.";""
2800000;"WARMIŃSKO-MAZURSKIE";"boisko do piłki nożnej";"2002";;"ob.";""
2800000;"WARMIŃSKO-MAZURSKIE";"boisko do piłki nożnej";"2009";;"ob.";""
2800000;"WARMIŃSKO-MAZURSKIE";"boisko do piłki nożnej";"2013";68;"ob.";""
2800000;"WARMIŃSKO-MAZURSKIE";"boisko do piłki nożnej";"2017";63;"ob.";""
2800000;"WARMIŃSKO-MAZURSKIE";"boisko do piłki nożnej";"2021";62;"ob.";""
2800000;"WARMIŃSKO-MAZURSKIE";"kort tenisowy";"1999";70;"ob.";""
2800000;"WARMIŃSKO-MAZURSKIE";"kort tenisowy";"2000";68;"ob.";""
2800000;"WARMIŃSKO-MAZURSKIE";"kort tenisowy";"2001";54;"ob.";""
2800000;"WARMIŃSKO-MAZURSKIE";"kort tenisowy";"2002";50;"ob.";""
2800000;"WARMIŃSKO-MAZURSKIE";"kort tenisowy";"2009";43;"ob.";""
2800000;"WARMIŃSKO-MAZURSKIE";"kort tenisowy";"2013";50;"ob.";""
2800000;"WARMIŃSKO-MAZURSKIE";"kort tenisowy";"2017";52;"ob.";""
2800000;"WARMIŃSKO-MAZURSKIE";"kort tenisowy";"2021";43;"ob.";""
2800000;"WARMIŃSKO-MAZURSKIE";"basen kryty";"1999";13;"ob.";""
2800000;"WARMIŃSKO-MAZURSKIE";"basen kryty";"2000";16;"ob.";""
2800000;"WARMIŃSKO-MAZURSKIE";"basen kryty";"2001";13;"ob.";""
2800000;"WARMIŃSKO-MAZURSKIE";"basen kryty";"2002";16;"ob.";""
2800000;"WARMIŃSKO-MAZURSKIE";"basen kryty";"2009";18;"ob.";""
2800000;"WARMIŃSKO-MAZURSKIE";"basen kryty";"2013";39;"ob.";""
2800000;"WARMIŃSKO-MAZURSKIE";"basen kryty";"2017";44;"ob.";""
2800000;"WARMIŃSKO-MAZURSKIE";"basen kryty";"2021";39;"ob.";""
2800000;"WARMIŃSKO-MAZURSKIE";"basen otwarty";"1999";;"ob.";""
2800000;"WARMIŃSKO-MAZURSKIE";"basen otwarty";"2000";;"ob.";""
2800000;"WARMIŃSKO-MAZURSKIE";"basen otwarty";"2001";;"ob.";""
2800000;"WARMIŃSKO-MAZURSKIE";"basen otwarty";"2002";;"ob.";""
2800000;"WARMIŃSKO-MAZURSKIE";"basen otwarty";"2009";;"ob.";""
2800000;"WARMIŃSKO-MAZURSKIE";"basen otwarty";"2013";18;"ob.";""
2800000;"WARMIŃSKO-MAZURSKIE";"basen otwarty";"2017";29;"ob.";""
2800000;"WARMIŃSKO-MAZURSKIE";"basen otwarty";"2021";18;"ob.";""
2800000;"WARMIŃSKO-MAZURSKIE";"siłownia";"1999";59;"ob.";""
2800000;"WARMIŃSKO-MAZURSKIE";"siłownia";"2000";57;"ob.";""
2800000;"WARMIŃSKO-MAZURSKIE";"siłownia";"2001";47;"ob.";""
2800000;"WARMIŃSKO-MAZURSKIE";"siłownia";"2002";49;"ob.";""
2800000;"WARMIŃSKO-MAZURSKIE";"siłownia";"2009";41;"ob.";""
2800000;"WARMIŃSKO-MAZURSKIE";"siłownia";"2013";53;"ob.";""
2800000;"WARMIŃSKO-MAZURSKIE";"siłownia";"2017";71;"ob.";""
2800000;"WARMIŃSKO-MAZURSKIE";"siłownia";"2021";66;"ob.";""
2800000;"WARMIŃSKO-MAZURSKIE";"sauna";"1999";80;"ob.";""
2800000;"WARMIŃSKO-MAZURSKIE";"sauna";"2000";69;"ob.";""
2800000;"WARMIŃSKO-MAZURSKIE";"sauna";"2001";56;"ob.";""
2800000;"WARMIŃSKO-MAZURSKIE";"sauna";"2002";55;"ob.";""
2800000;"WARMIŃSKO-MAZURSKIE";"sauna";"2009";71;"ob.";""
2800000;"WARMIŃSKO-MAZURSKIE";"sauna";"2013";90;"ob.";""
2800000;"WARMIŃSKO-MAZURSKIE";"sauna";"2017";115;"ob.";""
2800000;"WARMIŃSKO-MAZURSKIE";"sauna";"2021";81;"ob.";""
2800000;"WARMIŃSKO-MAZURSKIE";"solarium";"1999";23;"ob.";""
2800000;"WARMIŃSKO-MAZURSKIE";"solarium";"2000";20;"ob.";""
2800000;"WARMIŃSKO-MAZURSKIE";"solarium";"2001";23;"ob.";""
2800000;"WARMIŃSKO-MAZURSKIE";"solarium";"2002";24;"ob.";""
2800000;"WARMIŃSKO-MAZURSKIE";"solarium";"2009";15;"ob.";""
2800000;"WARMIŃSKO-MAZURSKIE";"solarium";"2013";18;"ob.";""
2800000;"WARMIŃSKO-MAZURSKIE";"solarium";"2017";15;"ob.";""
2800000;"WARMIŃSKO-MAZURSKIE";"solarium";"2021";9;"ob.";""
2800000;"WARMIŃSKO-MAZURSKIE";"zabiegi SPA";"1999";;"ob.";""
2800000;"WARMIŃSKO-MAZURSKIE";"zabiegi SPA";"2000";;"ob.";""
2800000;"WARMIŃSKO-MAZURSKIE";"zabiegi SPA";"2001";;"ob.";""
2800000;"WARMIŃSKO-MAZURSKIE";"zabiegi SPA";"2002";;"ob.";""
2800000;"WARMIŃSKO-MAZURSKIE";"zabiegi SPA";"2009";;"ob.";""
2800000;"WARMIŃSKO-MAZURSKIE";"zabiegi SPA";"2013";48;"ob.";""
2800000;"WARMIŃSKO-MAZURSKIE";"zabiegi SPA";"2017";55;"ob.";""
2800000;"WARMIŃSKO-MAZURSKIE";"zabiegi SPA";"2021";44;"ob.";""
2800000;"WARMIŃSKO-MAZURSKIE";"zabiegi rehabilitacyjne (masaże, fizykoterapia itp.)";"1999";;"ob.";""
2800000;"WARMIŃSKO-MAZURSKIE";"zabiegi rehabilitacyjne (masaże, fizykoterapia itp.)";"2000";;"ob.";""
2800000;"WARMIŃSKO-MAZURSKIE";"zabiegi rehabilitacyjne (masaże, fizykoterapia itp.)";"2001";;"ob.";""
2800000;"WARMIŃSKO-MAZURSKIE";"zabiegi rehabilitacyjne (masaże, fizykoterapia itp.)";"2002";;"ob.";""
2800000;"WARMIŃSKO-MAZURSKIE";"zabiegi rehabilitacyjne (masaże, fizykoterapia itp.)";"2009";;"ob.";""
2800000;"WARMIŃSKO-MAZURSKIE";"zabiegi rehabilitacyjne (masaże, fizykoterapia itp.)";"2013";;"ob.";""
2800000;"WARMIŃSKO-MAZURSKIE";"zabiegi rehabilitacyjne (masaże, fizykoterapia itp.)";"2017";45;"ob.";""
2800000;"WARMIŃSKO-MAZURSKIE";"zabiegi rehabilitacyjne (masaże, fizykoterapia itp.)";"2021";32;"ob.";""
2800000;"WARMIŃSKO-MAZURSKIE";"zajęcia prowadzone przez instruktora (np.fitness, joga, aerobik, gimnastyka)";"1999";;"ob.";""
2800000;"WARMIŃSKO-MAZURSKIE";"zajęcia prowadzone przez instruktora (np.fitness, joga, aerobik, gimnastyka)";"2000";;"ob.";""
2800000;"WARMIŃSKO-MAZURSKIE";"zajęcia prowadzone przez instruktora (np.fitness, joga, aerobik, gimnastyka)";"2001";;"ob.";""
2800000;"WARMIŃSKO-MAZURSKIE";"zajęcia prowadzone przez instruktora (np.fitness, joga, aerobik, gimnastyka)";"2002";;"ob.";""
2800000;"WARMIŃSKO-MAZURSKIE";"zajęcia prowadzone przez instruktora (np.fitness, joga, aerobik, gimnastyka)";"2009";;"ob.";""
2800000;"WARMIŃSKO-MAZURSKIE";"zajęcia prowadzone przez instruktora (np.fitness, joga, aerobik, gimnastyka)";"2013";37;"ob.";""
2800000;"WARMIŃSKO-MAZURSKIE";"zajęcia prowadzone przez instruktora (np.fitness, joga, aerobik, gimnastyka)";"2017";41;"ob.";""
2800000;"WARMIŃSKO-MAZURSKIE";"zajęcia prowadzone przez instruktora (np.fitness, joga, aerobik, gimnastyka)";"2021";23;"ob.";""
2800000;"WARMIŃSKO-MAZURSKIE";"stół do bilardu z wyposażeniem";"1999";114;"ob.";""
2800000;"WARMIŃSKO-MAZURSKIE";"stół do bilardu z wyposażeniem";"2000";90;"ob.";""
2800000;"WARMIŃSKO-MAZURSKIE";"stół do bilardu z wyposażeniem";"2001";84;"ob.";""
2800000;"WARMIŃSKO-MAZURSKIE";"stół do bilardu z wyposażeniem";"2002";92;"ob.";""
2800000;"WARMIŃSKO-MAZURSKIE";"stół do bilardu z wyposażeniem";"2009";95;"ob.";""
2800000;"WARMIŃSKO-MAZURSKIE";"stół do bilardu z wyposażeniem";"2013";98;"ob.";""
2800000;"WARMIŃSKO-MAZURSKIE";"stół do bilardu z wyposażeniem";"2017";119;"ob.";""
2800000;"WARMIŃSKO-MAZURSKIE";"stół do bilardu z wyposażeniem";"2021";81;"ob.";""
2800000;"WARMIŃSKO-MAZURSKIE";"stół do tenisa stołowego z wyposażeniem";"1999";209;"ob.";""
2800000;"WARMIŃSKO-MAZURSKIE";"stół do tenisa stołowego z wyposażeniem";"2000";174;"ob.";""
2800000;"WARMIŃSKO-MAZURSKIE";"stół do tenisa stołowego z wyposażeniem";"2001";137;"ob.";""
2800000;"WARMIŃSKO-MAZURSKIE";"stół do tenisa stołowego z wyposażeniem";"2002";126;"ob.";""
2800000;"WARMIŃSKO-MAZURSKIE";"stół do tenisa stołowego z wyposażeniem";"2009";131;"ob.";""
2800000;"WARMIŃSKO-MAZURSKIE";"stół do tenisa stołowego z wyposażeniem";"2013";130;"ob.";""
2800000;"WARMIŃSKO-MAZURSKIE";"stół do tenisa stołowego z wyposażeniem";"2017";134;"ob.";""
2800000;"WARMIŃSKO-MAZURSKIE";"stół do tenisa stołowego z wyposażeniem";"2021";82;"ob.";""
2800000;"WARMIŃSKO-MAZURSKIE";"kręgle";"1999";;"ob.";""
2800000;"WARMIŃSKO-MAZURSKIE";"kręgle";"2000";;"ob.";""
2800000;"WARMIŃSKO-MAZURSKIE";"kręgle";"2001";;"ob.";""
2800000;"WARMIŃSKO-MAZURSKIE";"kręgle";"2002";;"ob.";""
2800000;"WARMIŃSKO-MAZURSKIE";"kręgle";"2009";;"ob.";""
2800000;"WARMIŃSKO-MAZURSKIE";"kręgle";"2013";17;"ob.";""
2800000;"WARMIŃSKO-MAZURSKIE";"kręgle";"2017";16;"ob.";""
2800000;"WARMIŃSKO-MAZURSKIE";"kręgle";"2021";16;"ob.";""
2800000;"WARMIŃSKO-MAZURSKIE";"mini golf";"1999";3;"ob.";""
2800000;"WARMIŃSKO-MAZURSKIE";"mini golf";"2000";2;"ob.";""
2800000;"WARMIŃSKO-MAZURSKIE";"mini golf";"2001";5;"ob.";""
2800000;"WARMIŃSKO-MAZURSKIE";"mini golf";"2002";6;"ob.";""
2800000;"WARMIŃSKO-MAZURSKIE";"mini golf";"2009";6;"ob.";""
2800000;"WARMIŃSKO-MAZURSKIE";"mini golf";"2013";7;"ob.";""
2800000;"WARMIŃSKO-MAZURSKIE";"mini golf";"2017";11;"ob.";""
2800000;"WARMIŃSKO-MAZURSKIE";"mini golf";"2021";6;"ob.";""
2800000;"WARMIŃSKO-MAZURSKIE";"wypożyczalnia sprzętu pływającego";"1999";258;"ob.";""
2800000;"WARMIŃSKO-MAZURSKIE";"wypożyczalnia sprzętu pływającego";"2000";206;"ob.";""
2800000;"WARMIŃSKO-MAZURSKIE";"wypożyczalnia sprzętu pływającego";"2001";151;"ob.";""
2800000;"WARMIŃSKO-MAZURSKIE";"wypożyczalnia sprzętu pływającego";"2002";131;"ob.";""
2800000;"WARMIŃSKO-MAZURSKIE";"wypożyczalnia sprzętu pływającego";"2009";138;"ob.";""
2800000;"WARMIŃSKO-MAZURSKIE";"wypożyczalnia sprzętu pływającego";"2013";153;"ob.";""
2800000;"WARMIŃSKO-MAZURSKIE";"wypożyczalnia sprzętu pływającego";"2017";156;"ob.";""
2800000;"WARMIŃSKO-MAZURSKIE";"wypożyczalnia sprzętu pływającego";"2021";112;"ob.";""
2800000;"WARMIŃSKO-MAZURSKIE";"wypożyczalnia sprzętu turystycznego (np. rowery, nordic walking, narty, łyżwy, rolki)";"1999";;"ob.";""
2800000;"WARMIŃSKO-MAZURSKIE";"wypożyczalnia sprzętu turystycznego (np. rowery, nordic walking, narty, łyżwy, rolki)";"2000";;"ob.";""
2800000;"WARMIŃSKO-MAZURSKIE";"wypożyczalnia sprzętu turystycznego (np. rowery, nordic walking, narty, łyżwy, rolki)";"2001";;"ob.";""
2800000;"WARMIŃSKO-MAZURSKIE";"wypożyczalnia sprzętu turystycznego (np. rowery, nordic walking, narty, łyżwy, rolki)";"2002";;"ob.";""
2800000;"WARMIŃSKO-MAZURSKIE";"wypożyczalnia sprzętu turystycznego (np. rowery, nordic walking, narty, łyżwy, rolki)";"2009";;"ob.";""
2800000;"WARMIŃSKO-MAZURSKIE";"wypożyczalnia sprzętu turystycznego (np. rowery, nordic walking, narty, łyżwy, rolki)";"2013";171;"ob.";""
2800000;"WARMIŃSKO-MAZURSKIE";"wypożyczalnia sprzętu turystycznego (np. rowery, nordic walking, narty, łyżwy, rolki)";"2017";173;"ob.";""
2800000;"WARMIŃSKO-MAZURSKIE";"wypożyczalnia sprzętu turystycznego (np. rowery, nordic walking, narty, łyżwy, rolki)";"2021";120;"ob.";""
2800000;"WARMIŃSKO-MAZURSKIE";"pokój zabaw dla dzieci";"1999";56;"ob.";""
2800000;"WARMIŃSKO-MAZURSKIE";"pokój zabaw dla dzieci";"2000";62;"ob.";""
2800000;"WARMIŃSKO-MAZURSKIE";"pokój zabaw dla dzieci";"2001";47;"ob.";""
2800000;"WARMIŃSKO-MAZURSKIE";"pokój zabaw dla dzieci";"2002";42;"ob.";""
2800000;"WARMIŃSKO-MAZURSKIE";"pokój zabaw dla dzieci";"2009";40;"ob.";""
2800000;"WARMIŃSKO-MAZURSKIE";"pokój zabaw dla dzieci";"2013";69;"ob.";""
2800000;"WARMIŃSKO-MAZURSKIE";"pokój zabaw dla dzieci";"2017";95;"ob.";""
2800000;"WARMIŃSKO-MAZURSKIE";"pokój zabaw dla dzieci";"2021";78;"ob.";""
2800000;"WARMIŃSKO-MAZURSKIE";"hipodrom/stadnina koni w obiekcie";"1999";;"ob.";""
2800000;"WARMIŃSKO-MAZURSKIE";"hipodrom/stadnina koni w obiekcie";"2000";;"ob.";""
2800000;"WARMIŃSKO-MAZURSKIE";"hipodrom/stadnina koni w obiekcie";"2001";;"ob.";""
2800000;"WARMIŃSKO-MAZURSKIE";"hipodrom/stadnina koni w obiekcie";"2002";;"ob.";""
2800000;"WARMIŃSKO-MAZURSKIE";"hipodrom/stadnina koni w obiekcie";"2009";;"ob.";""
2800000;"WARMIŃSKO-MAZURSKIE";"hipodrom/stadnina koni w obiekcie";"2013";25;"ob.";""
2800000;"WARMIŃSKO-MAZURSKIE";"hipodrom/stadnina koni w obiekcie";"2017";18;"ob.";""
2800000;"WARMIŃSKO-MAZURSKIE";"hipodrom/stadnina koni w obiekcie";"2021";16;"ob.";""
2800000;"WARMIŃSKO-MAZURSKIE";"wypożyczalnia rowerów";"1999";160;"ob.";""
2800000;"WARMIŃSKO-MAZURSKIE";"wypożyczalnia rowerów";"2000";143;"ob.";""
2800000;"WARMIŃSKO-MAZURSKIE";"wypożyczalnia rowerów";"2001";117;"ob.";""
2800000;"WARMIŃSKO-MAZURSKIE";"wypożyczalnia rowerów";"2002";114;"ob.";""
2800000;"WARMIŃSKO-MAZURSKIE";"wypożyczalnia rowerów";"2009";132;"ob.";""
2800000;"WARMIŃSKO-MAZURSKIE";"wypożyczalnia rowerów";"2013";;"ob.";""
2800000;"WARMIŃSKO-MAZURSKIE";"wypożyczalnia rowerów";"2017";;"ob.";""
2800000;"WARMIŃSKO-MAZURSKIE";"wypożyczalnia rowerów";"2021";;"ob.";""
2800000;"WARMIŃSKO-MAZURSKIE";"ścieżka zdrowia";"1999";92;"ob.";""
2800000;"WARMIŃSKO-MAZURSKIE";"ścieżka zdrowia";"2000";81;"ob.";""
2800000;"WARMIŃSKO-MAZURSKIE";"ścieżka zdrowia";"2001";64;"ob.";""
2800000;"WARMIŃSKO-MAZURSKIE";"ścieżka zdrowia";"2002";58;"ob.";""
2800000;"WARMIŃSKO-MAZURSKIE";"ścieżka zdrowia";"2009";;"ob.";""
2800000;"WARMIŃSKO-MAZURSKIE";"ścieżka zdrowia";"2013";;"ob.";""
2800000;"WARMIŃSKO-MAZURSKIE";"ścieżka zdrowia";"2017";;"ob.";""
2800000;"WARMIŃSKO-MAZURSKIE";"ścieżka zdrowia";"2021";;"ob.";""
2800000;"WARMIŃSKO-MAZURSKIE";"możliwość jazdy konnej";"1999";110;"ob.";""
2800000;"WARMIŃSKO-MAZURSKIE";"możliwość jazdy konnej";"2000";94;"ob.";""
2800000;"WARMIŃSKO-MAZURSKIE";"możliwość jazdy konnej";"2001";80;"ob.";""
2800000;"WARMIŃSKO-MAZURSKIE";"możliwość jazdy konnej";"2002";71;"ob.";""
2800000;"WARMIŃSKO-MAZURSKIE";"możliwość jazdy konnej";"2009";;"ob.";""
2800000;"WARMIŃSKO-MAZURSKIE";"możliwość jazdy konnej";"2013";;"ob.";""
2800000;"WARMIŃSKO-MAZURSKIE";"możliwość jazdy konnej";"2017";;"ob.";""
2800000;"WARMIŃSKO-MAZURSKIE";"możliwość jazdy konnej";"2021";;"ob.";""
3000000;"WIELKOPOLSKIE";"boisko do siatkówki lub koszykówki";"1999";236;"ob.";""
3000000;"WIELKOPOLSKIE";"boisko do siatkówki lub koszykówki";"2000";236;"ob.";""
3000000;"WIELKOPOLSKIE";"boisko do siatkówki lub koszykówki";"2001";283;"ob.";""
3000000;"WIELKOPOLSKIE";"boisko do siatkówki lub koszykówki";"2002";245;"ob.";""
3000000;"WIELKOPOLSKIE";"boisko do siatkówki lub koszykówki";"2009";140;"ob.";""
3000000;"WIELKOPOLSKIE";"boisko do siatkówki lub koszykówki";"2013";171;"ob.";""
3000000;"WIELKOPOLSKIE";"boisko do siatkówki lub koszykówki";"2017";139;"ob.";""
3000000;"WIELKOPOLSKIE";"boisko do siatkówki lub koszykówki";"2021";105;"ob.";""
3000000;"WIELKOPOLSKIE";"boisko do piłki nożnej";"1999";;"ob.";""
3000000;"WIELKOPOLSKIE";"boisko do piłki nożnej";"2000";;"ob.";""
3000000;"WIELKOPOLSKIE";"boisko do piłki nożnej";"2001";;"ob.";""
3000000;"WIELKOPOLSKIE";"boisko do piłki nożnej";"2002";;"ob.";""
3000000;"WIELKOPOLSKIE";"boisko do piłki nożnej";"2009";;"ob.";""
3000000;"WIELKOPOLSKIE";"boisko do piłki nożnej";"2013";105;"ob.";""
